Id,SalePrice
1461,105546.7022845123
1462,160661.3511941586
1463,170777.76493470266
1464,193112.8869422977
1465,196237.52351084026
1466,169742.84583489542
1467,187655.53561462477
1468,166384.76124001355
1469,188937.60773327269
1470,120705.02105104906
1471,176106.22325760612
1472,103650.55043564881
1473,95237.72527751994
1474,139533.5901645083
1475,118542.71780888428
1476,300729.13520234026
1477,233371.62850432956
1478,284811.77436452825
1479,272480.99045580317
1480,359602.1003412013
1481,290838.7555240419
1482,207188.20143467805
1483,173851.38264999446
1484,174605.38613982568
1485,214898.20825174084
1486,189275.00578326292
1487,289622.2246435994
1488,220469.5855849031
1489,185186.8284490999
1490,201765.34935146174
1491,205305.9935987398
1492,87629.38583943926
1493,193019.24669370818
1494,257802.8268479135
1495,269246.28246058
1496,219089.60859165707
1497,163171.38828199403
1498,182398.91195806998
1499,176282.90982056333
1500,170916.53431596147
1501,175124.58519873783
1502,162237.42915662928
1503,281492.4228750479
1504,233826.10724389306
1505,203987.153051317
1506,189066.99670323572
1507,207959.62035229392
1508,189908.1932201765
1509,170137.77665231013
1510,150268.6777471921
1511,141424.4653557057
1512,159966.38204396208
1513,130879.96076881989
1514,144556.02600699267
1515,144176.1750853097
1516,154363.4254317862
1517,165790.10785727183
1518,123065.76912929247
1519,207617.71825907723
1520,128046.41072021025
1521,120717.43513370788
1522,167948.67584809827
1523,98129.34298233858
1524,114140.8196764873
1525,115709.32400081103
1526,115358.45662189748
1527,109750.27252632182
1528,144655.41190486017
1529,152061.28705085014
1530,172689.4058276903
1531,105622.58324296192
1532,99692.30246132251
1533,126744.79308226431
1534,126025.30213546503
1535,121113.56190785118
1536,102357.02386819938
1537,66278.57759141369
1538,144420.6261525512
1539,195766.76628286685
1540,84596.55963192861
1541,144405.8123335389
1542,113352.40714317469
1543,145309.66261743064
1544,85773.2524277252
1545,112566.50670567622
1546,132324.74203655956
1547,109867.34980657478
1548,126066.00258902354
1549,120132.39654092061
1550,119434.61250827678
1551,109684.91691065452
1552,117756.84643225565
1553,141698.64720487368
1554,110503.29159355286
1555,130687.54935962404
1556,102134.97924531659
1557,94010.1537982275
1558,105901.1828984367
1559,72211.43572426509
1560,129393.78715864306
1561,123010.22469666314
1562,136753.0713437298
1563,124682.88585797182
1564,142029.69912924658
1565,139299.56931558656
1566,214374.52218534512
1567,87725.29466363837
1568,242548.2089815928
1569,114561.59789912499
