Id,SalePrice
1461,104599.44062021856
1462,160642.54025536645
1463,172413.84515856355
1464,194129.02951550137
1465,194605.0423882078
1466,171081.68565401353
1467,188170.19945281828
1468,167640.7878571565
1469,186302.8617444717
1470,121862.45109521414
1471,171438.63201041133
1472,103405.91774640071
1473,94383.39838521747
1474,137093.6402906243
1475,115614.76257682558
1476,296837.634039873
1477,233576.48913041124
1478,287091.8227941741
1479,276681.86715669115
1480,357999.50955774763
1481,290239.5107151969
1482,207529.08818959305
1483,173694.26269971192
1484,173943.50673350826
1485,213917.68072762855
1486,190449.6747295729
1487,290125.7989168254
1488,222526.51704072024
1489,188039.71464476857
1490,206379.72578735964
1491,206491.44308017823
1492,86884.48295475455
1493,193484.6938304369
1494,256011.3088692519
1495,268514.2647297526
1496,221922.64427894496
1497,162478.1797311309
1498,184773.95428812003
1499,175780.2858147905
1500,173143.2905532542
1501,177020.56418701485
1502,160364.81481929426
1503,283448.82281797595
1504,234700.14655538826
1505,206375.48029308184
1506,190520.29449977315
1507,208077.06452301703
1508,196854.87947786986
1509,169954.52174514264
1510,151077.98925741474
1511,143470.24761341294
1512,161016.99582740135
1513,132958.8699503721
1514,142249.36221065896
1515,145834.01339444827
1516,153842.8946736399
1517,164974.53201485702
1518,122604.21561054142
1519,207386.46347130026
1520,128865.20210221379
1521,122107.38178732428
1522,165924.9779107449
1523,98920.88840594077
1524,114955.69616026289
1525,115709.96964409208
1526,112863.17804432582
1527,111481.20185921501
1528,144845.92797073946
1529,155817.6220388384
1530,173397.87837089304
1531,107533.2007662058
1532,99254.45949686259
1533,128745.67426107427
1534,126253.42655204357
1535,121790.08068493713
1536,102187.07495025035
1537,65683.25729636959
1538,140684.4614336995
1539,193280.99835243417
1540,83208.33110661621
1541,142206.62333685238
1542,113624.24713491423
1543,147615.0250785682
1544,85410.53261016263
1545,110486.69982003038
1546,133135.37882325705
1547,110413.16342120971
1548,125250.89720187339
1549,120983.31484503082
1550,120421.35335258127
1551,107128.27189996821
1552,118560.32007067978
1553,141045.63204726693
1554,110020.48672146743
1555,131723.19579330878
1556,103150.87465523498
1557,92767.1326546969
1558,105825.14222983451
1559,70641.97780403361
1560,131362.26452597787
1561,125948.2834298135
1562,137222.4852588811
1563,124137.0992204579
1564,144674.34135943232
1565,137900.62629442237
1566,211306.99196342097
1567,87116.63966581566
1568,247564.4696409864
1569,119634.67220893822
1570,156487.60340599134
1571,111370.91525893447
1572,140058.86440715575
1573,176902.08134540706
1574,137576.6952260883
1575,199703.00500150103
1576,247592.6160930342
1577,178772.3589168574
1578,165133.24881745726
1579,147306.00806418632
1580,189753.08925012712
1581,158637.7637111056
1582,130132.45183671164
1583,281374.6642098398
1584,191070.7455679933
1585,147961.9383537121
1586,74611.00354019832
1587,102473.72854997196
1588,146129.99093767785
1589,90976.15227316268
1590,130980.84451365116
1591,92268.86822276565
1592,104269.21981267627
1593,130183.01809167222
1594,113651.95730244459
1595,104198.31824282366
1596,224766.21816359748
1597,204630.38320461215
1598,254264.7196320292
1599,161593.9694749824
1600,162552.2045972069
1601,72992.00588138124
1602,117290.02286216218
1603,95938.13137649979
1604,271527.3842539678
1605,249494.9853169733
1606,161088.60530898534
1607,163664.00340208947
1608,239813.8944123041
1609,175192.16351017985
1610,156474.44561556057
1611,138986.3516164555
1612,164664.81824493123
1613,149986.00634176645
1614,124511.6854777998
1615,95111.81857177075
1616,81333.4433595094
1617,93635.75544762058
1618,121884.80485538425
1619,141526.65637107613
1620,166198.61131567755
1621,135545.461929451
1622,143000.9777285725
1623,243510.05369057888
1624,208640.51315724722
1625,120822.26378410198
1626,181775.01354129883
1627,186474.39524187692
1628,278172.70733876777
1629,195998.78960062438
1630,275514.75493204995
1631,254055.1691334292
1632,241061.67401965952
1633,188097.3859060974
1634,187809.2913612066
1635,185701.9373489258
1636,155244.11876580302
1637,183591.57657088366
1638,177081.23320548376
1639,169072.2522838454
1640,226688.83251404198
1641,170052.56664000324
1642,220724.12245888996
1643,192938.21003815558
